Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I am French	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am German	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am handsome	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Latino	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am in a relationship	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am shy	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am in the city	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am in the country	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Indian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Irish	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Italian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Japanese	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Jewish	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Hispanic	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a boxer	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I have the flu	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Baby Boomer	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a bartender	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a baseball fan	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a basketball fan	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Bernie supporter	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am sexy	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a blogger	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I have brothers	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a boy	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a bro	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Buddhist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Capitalist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a carnivore	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a cat person	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a bartender	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Biden supporter	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am white	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am doing that	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am sick	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am single	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am skinny	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am strong	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am tall	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am underweight	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I have sisters	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am weak	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I have duel citizenship	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am young	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I have a big family	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I have a brother	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I have a cold	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I have a fever	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I have a sister	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am short	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Vietnamese	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a muslim	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am English	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Hoosier	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a journalist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a lawyer	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a liberal	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Libertarian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a game designer	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a librarian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Democrat	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a pagan	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Pisces	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Republican	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a salesman	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a scientist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a soccer fan	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Socialist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Libra	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a chef	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a baseball fan	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a basketball fan	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Bernie supporter	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Biden supporter	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a blogger	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Buddhist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a hindu	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a carnivore	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a teacher	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a child of god	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Christian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Communist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a conservative	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a cook	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a cop	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a CPA	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Capitalist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am bipolar	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an engineer	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an extrovert	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an immigrant	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an Independent	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an introvert	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an only child	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a student	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am bald	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an artist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am black	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Canadian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Chinese	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am competitive	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am conservative	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am cute	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am divorced	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am athletic	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a writer	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a child of god	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a tech journalist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a tech worker	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a teenager	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Trump supporter	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a vegan	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a vegetarian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an educator	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Warren supporter	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an atheist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am African American	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am American	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an activist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an agnostic	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an Aquarius	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am an Aries	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Taurus	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am a Virgo	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm in a relationship	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm black	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Gen Y	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Gen Z	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm German	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm going to do that	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm handsome	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm gangsta	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Hispanic	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm from there	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm in Seattle	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm in the city	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm in the country	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Indian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Irish	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Italian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Japanese	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm hindu	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm cute	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a chef	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm blonde	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm brunette	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Canadian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Chinese	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm competitive	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm gay	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm currently travelling	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Latina	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm divorced	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm doing that	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm engaged	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm English	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Ethiopian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm fat	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm French	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm conservative	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm the king	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm short	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm shy	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm sick	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm single	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm skinny	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm strong	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Jewish	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm the best	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Russian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm the queen	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm thick	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm underweight	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Vietnamese	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm weak	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm white	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm young	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm tall	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm old	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm bisexual	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Latino	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm lazy	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm liberal	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm married	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Mexican	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm middle-aged	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm sexy	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Native American	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm self-employed	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm on a boat	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm on a business trip	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm on the road	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm overweight	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm pregnant	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm religious	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm Korean	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm muslim	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Pisces	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm blond	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a liberal	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Libertarian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Libra	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a librarian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a man	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a journalist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a pagan	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Hoosier	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a redhead	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Republican	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a robot	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a salesman	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a scientist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a soccer fan	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Socialist	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a millennial	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a diver	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a Christian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
